"Seller","Make","Price","ZIP","City","State","Class","Year","Length","Category","Hull.Material","Engine.Type","age"
"Denison Yachting - Denison Yachting","Poole",1190000,"33316 ","Fort Lauderdale","FL","Power",1984,105," Motor Yachts","Fiberglass","Twin Inboard",35
"Lake Cumberland Marine","Sharpe",699000,"42503 ","Somerset","KY","Power",2008,105," House Boats","Aluminum","Other",11
"Houseboats on Lanier","Stardust Cruisers",479000,"30518 ","Buford","GA","Power",2008,105," House Boats","Fiberglass","Twin Inboard",11
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Sunseeker",2750000,"33312 ","Fort Lauderdale","FL","Power",2004,105," Mega Yachts, Motor Yachts","Fiberglass","Twin Inboard",15
"Flagler Yachts - Flagler Yachts","Sunseeker",2795000,"33469 ","Jupiter","FL","Power",2002,105," Mega Yachts, Motor Yachts","Steel","Other",17
"Northrop and Johnson - Northrop and Johnson, Inc. RI","Tugboat",950000,"2840 ","Newport","RI","Power",1953,105," Tug","Aluminum","Twin Inboard",66
"Denison Yachting - Denison Yachting - Miami","Broward",1465000,"33139 ","Miami","FL","Power",1989,105," Motor Yachts, Flybridge","Fiberglass","Other",30
"Northrop and Johnson - Northrop and Johnson Newport Beach, CA","Destiny",2250000,"92663 ","Newport Beach","CA","Power",2002,105," Motor Yachts, Pilothouse","Wood","Other",17
"Northrop and Johnson - Northrop and Johnson, Inc. RI","Trumpy",350000,"2840 ","Newport","RI","Power",1926,104," Motor Yachts","Fiberglass","Twin Inboard",93
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Broward",899790,"33301 ","Fort Lauderdale","FL","Power",1988,104," Motor Yachts, Mega Yachts, Pilothouse","Aluminum","Twin Inboard",31
"Denison Yachting - Denison Yachting - Palm Beach","Broward",2250000,"33410 ","Palm Beach Gardens","FL","Power",2000,104," Motor Yachts","Fiberglass","Twin Inboard",19
"Reel Deal Yachts","Johnson",3299000,"33140 ","Miami Beach","FL","Power",2009,103," Flybridge","Fiberglass","Twin Inboard",10
"Allied Marine - Allied Marine - Stuart","Maiora",1199000,"34994 ","Stuart","FL","Power",1999,103," Motor Yachts, Flybridge","Aluminum","Other",20
"Houseboats Buy Terry - Houseboats Buy Terry","Sunstar",399000,"42633 ","Monticello","KY","Power",2003,103," House Boats","Fiberglass","Twin Inboard",16
"Denison Yachting - Denison Yachting - Newport Beach","Westport",1499000,"92663 ","Newport Beach","CA","Power",1989,103," Mega Yachts, Motor Yachts","Fiberglass","Twin Inboard",30
"Denison Yachting - Denison Yachting","Westport",2850000,"33316 ","Fort Lauderdale","FL","Power",2000,103," Motor Yachts","Fiberglass","Twin Inboard",19
"Gilman Yachts of Fort Lauderdale","Westship",5595000,"33316 ","Ft. Lauderdale","FL","Power",2003,103," Sports Fishing Boats, Convertible Boats","Aluminum","Other",16
"Atlantic Yacht & Ship, Inc. - Atlantic Yacht & Ship, Inc.","Broward",695000,"33004 ","Dania Beach","FL","Power",1985,103," Pilothouse, Motor Yachts","Steel","Twin Inboard",34
"Denison Yachting - Denison Yachting","Cantiere Delle Marche",8450000,"33316 ","Fort Lauderdale","FL","Power",2015,103," Motor Yachts","Aluminum","Twin Inboard",4
"World Class Yacht Sales, Inc. - Corporate Office - New Port Richey","Custom",399000,"34652 ","New Port Richey","FL","Power",1968,102," Commercial Boats, Passenger","Fiberglass","Twin Inboard",51
"Florida Yachts International - Florida Yachts International","Maiora",1199000,"33133 ","Miami","FL","Power",2001,102," Motor Yachts","Aluminum","Twin Inboard",18
"Reel Deal Yachts","Oceanfast",2225000,"33140 ","Miami Beach","FL","Power",1989,102," Motor Yachts","Aluminum","Twin Inboard",30
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Oceanfast",2250000,"33312 ","Fort Lauderdale","FL","Power",1989,102," Motor Yachts","Aluminum","Twin Inboard",30
"Denison Yachting - Denison Yachting","Oceanfast",2250000,"33316 ","Fort Lauderdale","FL","Power",1989,102," Motor Yachts","Steel","Twin Inboard",30
"Frank Gordon Yacht Sales - Frank Gordon Yacht Sales","Feadship",399900,"33301 ","Fort Lauderdale","FL","Power",1971,102," Motor Yachts, Pilothouse, Trawlers","Fiberglass","Twin Inboard",48
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Soverel Harbour Marina","Hargrave",4500000,"33410 ","Palm Beach Gardens","FL","Power",2010,102," Motor Yachts","Fiberglass","Twin Inboard",9
"Atlantic Yacht & Ship, Inc. - Atlantic Yacht & Ship, Inc.","Hargrave",3900000,"33004 ","Dania Beach","FL","Power",2009,101," Motor Yachts, Pilothouse","Fiberglass","Other",10
"Atlantic Yacht & Ship, Inc. - Atlantic Yacht & Ship, Inc.","Leopard",2750000,"33004 ","Dania Beach","FL","Power",2007,101," Motor Yachts, Mega Yachts, Jet Boats","Fiberglass","Twin Inboard",12
"Atlantic Yacht & Ship, Inc. - Atlantic Yacht & Ship, Inc.","Azimut",1500000,"33004 ","Dania Beach","FL","Power",2005,101," Motor Yachts, Flybridge","Fiberglass","Twin Inboard",14
"Allied Marine - Allied Marine","Azimut",1e+06,"33316 ","Fort Lauderdale","FL","Power",1999,100," Motor Yachts, Flybridge","Fiberglass","Twin Inboard",20
"American Marine Yachts","Azimut",1290000,"34221 ","Palmetto","FL","Power",1996,100," Mega Yachts, Motor Yachts","Fiberglass","Twin Inboard",23
"Allied Marine - Allied Marine - Fort Lauderdale - Bahia Mar","Azimut",3350000,"33316 ","Fort Lauderdale","FL","Power",2010,100," Motor Yachts","Fiberglass","Twin Inboard",9
"Denison Yachting - Denison Yachting - Miami","Benetti",3950000,"33139 ","Miami","FL","Power",2006,100," Mega Yachts, Pilothouse","Fiberglass","Twin Inboard",13
"Northrop and Johnson - Northrop and Johnson Yachts-Ships, Inc","Benetti",3950000,"33315 ","Fort Lauderdale","FL","Power",2006,100," Motor Yachts","Aluminum","Twin Inboard",13
"Denison Yachting - Denison Yachting","Broward",1399000,"33316 ","Fort Lauderdale","FL","Power",2000,100," Motor Yachts, Pilothouse","Aluminum","Twin Inboard",19
"Denison Yachting - Denison Yachting - Palm Beach","Broward",899000,"33410 ","Palm Beach Gardens","FL","Power",1992,100," Motor Yachts","Aluminum","Twin Inboard",27
"Denison Yachting - Denison Yachting","Broward",990000,"33316 ","Fort Lauderdale","FL","Power",1990,100," Motor Yachts","Aluminum","Twin Inboard",29
"Allied Marine - Allied Marine - Stuart","Burger",3295000,"34994 ","Stuart","FL","Power",1996,100," Motor Yachts","Fiberglass","Twin Inboard",23
"26 North Yachts - 26 North Yachts","Cheoy Lee",3495000,"33312 ","Fort Lauderdale","FL","Power",2007,100," Motor Yachts, Flybridge","Steel","Single Inboard",12
"W Yacht Group","Custom",795000,"33328 ","Davie","FL","Power",2006,100," Ketch, Motorsailers, Cruisers","Fiberglass","Twin Inboard",13
"SYS Yacht Sales - SYS Yacht Sales - Jupiter","Custom Line",5500000,"33477 ","Jupiter","FL","Sails",2014,100," Motor Yachts, Mega Yachts, Flybridge","Fiberglass","Twin Inboard",5
"Denison Yachting - Denison Yachting","Falcon",1100000,"33316 ","Fort Lauderdale","FL","Power",2000,100," Motor Yachts","Aluminum","Twin Inboard",19
"Edwards Yacht Sales","Fantasy",375000,"33764 ","Clearwater","FL","Power",2006,100," House Boats","Aluminum","Other",13
"Elite Boat Sales","Fantasy",425000,"42629 ","Jamestown","KY","Power",2005,100," House Boats, Mega Yachts","Aluminum","Other",14
"Houseboats Buy Terry - Houseboats Buy Terry","Fantasy",425000,"42633 ","Monticello","KY","Power",2003,100," House Boats","Aluminum","Other",16
"Lake Escape Yacht Sales","Fantasy",429900,"42025 ","Benton","KY","Power",2006,100," House Boats","Aluminum","Other",13
"Northrop and Johnson - Northrop and Johnson Newport Beach, CA","Giorgetti & Magrini",949000,"92663 ","Newport Beach","CA","Power",1989,100," Ketch","Fiberglass","Twin Inboard",30
"Denison Yachting - Denison Yachting","Hargrave",7500000,"33316 ","Fort Lauderdale","FL","Sails",2018,100," Motor Yachts, Mega Yachts","Fiberglass","Twin Inboard",1
"Denison Yachting - Denison Yachting","Hatteras",2950000,"33316 ","Fort Lauderdale","FL","Power",2003,100," Motor Yachts","Other","Other",16
"Emerald Pacific Yachts - SEATTLE - South Lake Union","Houseboat",649000,"98109 ","Seattle","WA","Power",2019,100," Other","Fiberglass","Twin Inboard",0
"Reel Deal Yachts","Mangusta",999000,"33140 ","Miami Beach","FL","Power",1995,100," Motor Yachts, Express Cruiser","Fiberglass","Twin Inboard",24
"Denison Yachting - Denison Yachting","Mangusta",1e+06,"33316 ","Fort Lauderdale","FL","Power",1995,100," Express Cruiser, Motor Yachts","Fiberglass","Twin Inboard",24
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Mangusta",1e+06,"33312 ","Fort Lauderdale","FL","Power",1995,100," Motor Yachts, Flybridge","Fiberglass","Other",24
"Alexander Marine USA - Alexander Marine USA - Newport Beach","Ocean Alexander",8750000,"92663 ","Newport Beach","CA","Power",2018,100," Motor Yachts, Pilothouse, Mega Yachts","Fiberglass","Twin Inboard",1
"MarineMax Naples","Ocean Alexander",8099000,"34102 ","Naples","FL","Power",2016,100," Mega Yachts","Fiberglass","Other",3
"Table Rock Boats","STARDUST",599000,"65686 ","Kimberling City","MO","Power",2004,100," House Boats","Aluminum","Other",15
"Houseboats Buy Terry - Houseboats Buy Terry","Stardust Cruisers",310000,"42633 ","Monticello","KY","Power",1999,100," House Boats","Steel","Other",20
"Boatshed Seattle - Boatshed Seattle","Steel",3e+05,"98109 ","Seattle","WA","Power",1944,100," Trawlers, Deck Boats, Other","Aluminum","Other",75
"Houseboats on Lanier","Sumerset",459900,"30518 ","Buford","GA","Power",2007,100," House Boats","Aluminum","Other",12
"Elite Boat Sales","Thoroughbred",1150000,"42629 ","Jamestown","KY","Power",2016,100," House Boats","Aluminum","Twin Inboard",3
"Emerald Pacific Yachts - SEATTLE - South Lake Union","Broward",849000,"98109 ","Seattle","WA","Power",1984,100," Motor Yachts","Aluminum","Twin Inboard",35
"Denison Yachting - Denison Yachting","MCP",3995000,"33316 ","Fort Lauderdale","FL","Power",2008,100," Motor Yachts","Fiberglass","Twin Inboard",11
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Sunseeker",4499000,"33312 ","Fort Lauderdale","FL","c in style. Great vessel for entertaining, extended cruising or living aboard Expansive salon with elegant decor Private dining area Wet bar with under-counter refrigeration Complete entertainment center Large salon windows with expansive views Private stairway leading to master and guest quarters Ample cabinet and drawer storage Uline under-counter  refrigeration in salon (2) Large standup freezers in lazarette (2) Washer dryers below decks Full beam master stateroom with walk-around king  berth Substantial MSR storage (2)  identical staterooms with ensuite heads, vanities and ample built in storage",2010,100," Mega Yachts, Flybridge, Motor Yachts","Fiberglass","Twin Inboard",9
"Denison Yachting - Denison Yachting","Westport/Westship",1875000,"33316 ","Fort Lauderdale","FL","Power",1992,100," Motor Yachts, Mega Yachts","Fiberglass","Other",27
"Allied Marine - Allied Marine - Miami Beach","Ferretti Yachts",5300000,"33139 ","Miami Beach","FL","Power",2011,98," Motor Yachts","Fiberglass","Twin Inboard",8
"Denison Yachting - Denison Yachting - Long Beach, CA","Azimut",925000,"90803 ","Long Beach","CA","Power",1990,98," Pilothouse","Steel","Other",29
"WORLDWIDE YACHT SALES INC. - WORLDWIDE YACHT SALES INC.","Custom",469975,"33904 ","Cape Coral","FL","Power",1953,98," Tug","Fiberglass","Twin Inboard",66
"Reel Deal Yachts","Custom Line",3299000,"33140 ","Miami Beach","FL","Power",2008,98," Flybridge","Fiberglass","Twin Inboard",11
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Ferretti Yachts",3299000,"33312 ","Fort Lauderdale","FL","Power",2008,98," Motor Yachts","Composite","Twin Inboard",11
"Northrop and Johnson - Northrop and Johnson Yachts-Ships, Inc","Hargrave",2250000,"33315 ","Fort Lauderdale","FL","Power",2003,97," Pilothouse","Steel","Other",16
"POP Yachts","Riverboat",374000,"34233 ","Sarasota","FL","Power",1993,97," Other, Passenger, Other","Composite","Twin Inboard",26
"Northrop and Johnson - Northrop and Johnson Yachts-Ships, Inc","Vicem",2495000,"33315 ","Fort Lauderdale","FL","Power",2007,97," Pilothouse","Fiberglass","Twin Inboard",12
"SeaNet Yachts - SeaNet Yachts","Crescent",2895000,"92663 ","Newport Beach","CA","Power",1997,97," Motor Yachts","Aluminum","Other",22
"POP Yachts","Custom-Craft",550000,"34233 ","Sarasota","FL","Power",2018,97," Schooner, Sloop","Fiberglass","Twin Inboard",1
"Gilman Yachts of Fort Lauderdale","Hargrave",1750000,"33316 ","Ft. Lauderdale","FL","Power",2004,97," Motor Yachts","Fiberglass","Other",15
"Denison Yachting - Denison Yachting","Hargrave",3299000,"33316 ","Fort Lauderdale","FL","Sails",2005,96," Motor Yachts","Fiberglass","Twin Inboard",14
"Houseboats on Lanier","Sumerset",389000,"30518 ","Buford","GA","Power",2004,96," House Boats","Aluminum","Other",15
"Houseboats on Lanier","Sumerset",279900,"30518 ","Buford","GA","Power",2000,96," House Boats","Fiberglass","Twin Inboard",19
"HMY Yacht Sales, Inc. - HMY Yacht Sales, Inc.","Astondoa",1745000,"33004 ","Dania Beach","FL","Power",2001,96," Motor Yachts","Fiberglass","Twin Inboard",18
"MarineMax Yacht Center","Azimut",6988000,"33062 ","Pompano Beach","FL","Power",2017,96," Mega Yachts","Fiberglass","Twin Inboard",2
"Denison Yachting - Denison Yachting - Palm Beach","Cheoy Lee",2890000,"33410 ","Palm Beach Gardens","FL","Power",2006,95," Motor Yachts","Fiberglass","Twin Inboard",13
"Northrop and Johnson - Northrop and Johnson Yachts-Ships, Inc","Christensen",795000,"33315 ","Fort Lauderdale","FL","Power",1985,95," Motor Yachts, Pilothouse","Fiberglass","Other",34
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Sunseeker",6699000,"33312 ","Fort Lauderdale","FL","Power",2018,95," Motor Yachts","Fiberglass","Twin Inboard",1
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Sunseeker",6999000,"33312 ","Fort Lauderdale","FL","Power",2017,95," Motor Yachts, Flybridge","Fiberglass","Single Inboard",2
"Atlantic Yacht & Ship, Inc. - Atlantic Yacht & Ship, Inc.","Sunseeker",2300000,"33004 ","Dania Beach","FL","Power",2017,95," Motor Yachts, Flybridge","Fiberglass","Twin Inboard",2
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Palm Harbour Marina","Ferretti Yachts",2195000,"33401 ","West Palm Beach","FL","Power",2003,95," Motor Yachts","Fiberglass","Twin Inboard",16
"Denison Yachting - Denison Yachting","Ferretti Yachts",1490000,"33316 ","Fort Lauderdale","FL","Power",2004,95," Motor Yachts","Fiberglass","Twin Inboard",15
"Allied Marine - Allied Marine - Stuart","Ferretti Yachts",1975000,"34994 ","Stuart","FL","Power",2001,95," Motor Yachts, Flybridge, Motor Yachts","Fiberglass","Twin Inboard",18
"Atlantic Yacht & Ship, Inc. - Atlantic Yacht & Ship, Inc.","Hargrave",1848000,"33004 ","Dania Beach","FL","Power",2001,95," Motor Yachts","Aluminum","Twin Inboard",18
"Northrop and Johnson - Northrop and Johnson Newport Beach, CA","Heesen",1595000,"92663 ","Newport Beach","CA","Power",1985,94," Motor Yachts","Fiberglass","Twin Inboard",34
"Gilman Yachts of Fort Lauderdale","Horizon",5250000,"33316 ","Ft. Lauderdale","FL","Power",2016,94," Motor Yachts, Flybridge","Wood","Twin Inboard",3
"Northrop and Johnson - Northrop and Johnson, Inc. RI","Ketch Rigged Wood",1800000,"2840 ","Newport","RI","Power",2008,94," Ketch","Fiberglass","Twin Inboard",11
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Miami Beach Marina","Mangusta",6400000,"33139 ","Miami Beach","FL","Power",2019,94," Motor Yachts","Composite","Twin Inboard",0
"Allied Marine - Allied Marine","Mangusta",6800000,"33316 ","Fort Lauderdale","FL","Sails",2016,94," Motor Yachts","Fiberglass","Twin Inboard",3
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Charleston City Marina","Paragon",2790000,"29401 ","Charleston","SC","Power",2013,94," Motor Yachts","Aluminum","Other",6
"Mudd Marine Group","Sumerset",210000,"78734 ","Austin","TX","Power",1999,94," House Boats","Fiberglass","Twin Inboard",20
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Sunseeker",1750000,"33312 ","Fort Lauderdale","FL","Power",2003,94," Motor Yachts, Flybridge","Fiberglass","Other",16
"Atlantic Yacht & Ship, Inc. - Atlantic Yacht & Ship, Inc.","Hargrave",2700000,"33004 ","Dania Beach","FL","Power",2007,94," Motor Yachts, Flybridge","Fiberglass","Twin Inboard",12
"Gilman Yachts of Fort Lauderdale","Johnson",4300000,"33316 ","Ft. Lauderdale","FL","Power",2017,94," Motor Yachts, Flybridge","Fiberglass","Twin Inboard",2
"Denison Yachting - Denison Yachting - Marina Del Rey","Nordlund",795000,"90292 ","Marina Del Rey","CA","Power",1988,94," Pilothouse, Mega Yachts, Flybridge","Steel","Other",31
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Soverel Harbour Marina","Viking",1.1e+07,"33410 ","Palm Beach Gardens","FL","Power",2018,93," Motor Yachts","Wood","Other",1
"Denison Yachting - Denison Yachting","Punat Long Rang Cruiser",999995,"33316 ","Fort Lauderdale","FL","Power",1967,93," Antique and Classics","Aluminum","Other",52
"Northrop and Johnson - Northrop and Johnson, Inc. RI","Vitters",2750000,"2840 ","Newport","RI","Power",1999,93," Cruisers","Fiberglass","Other",20
"Rick Obey Yacht Sales - Rick Obey Yacht Sales California","Amer",2495000,"92656 ","Huntington Beach","CA","Sails",2009,93," Motor Yachts, Mega Yachts","Fiberglass","Twin Inboard",10
"Atlantic Yacht & Ship, Inc. - Atlantic Yacht & Ship, Inc.","Cheoy Lee",1199000,"33004 ","Dania Beach","FL","Power",1988,93," Motor Yachts","Fiberglass","Twin Inboard",31
"Allied Marine - Allied Marine - Fort Lauderdale - Bahia Mar","Hatteras",1195000,"33316 ","Fort Lauderdale","FL","Power",1996,93," Sports Fishing Boats","Fiberglass","Other",23
"Denison Yachting - Denison Yachting","Lazzara",3999000,"33316 ","Fort Lauderdale","FL","Power",2012,92," Motor Yachts, Express Cruiser","Fiberglass","Other",7
"HMY Yacht Sales, Inc. - HMY Yacht Sales - Miami Beach Marina","Lazzara",3395000,"33139 ","Miami Beach","FL","Power",2009,92," Motor Yachts","Fiberglass","Twin Inboard",10
"Rick Obey Yacht Sales - Rick Obey Yacht Sales","Mangusta",1399000,"33312 ","Fort Lauderdale","FL","Power",2005,92," Motor Yachts","Fiberglass","Twin Inboard",14
"Northrop and Johnson - Northrop and Johnson Yachts-Ships, Inc","Paragon",2499000,"33315 ","Fort Lauderdale","FL","Power",2007,92," Motor Yachts, Flybridge","Fiberglass","Twin Inboard",12
"Allied Marine - Allied Marine - Stuart","Pershing",4495000,"34994 ","Stuart","FL","Power",2012,92," Motor Yachts, Motor Yachts, Flybridge","Fiberglass","Twin Inboard",7
